Title,Dates
Kuumba Festival ,6/29/2025
Kuumba Festival ,6/30/2025
Scripps Ranch 4th of July Parade,7/4/2025
San Diego Veteran's Day Parade,11/11/2025
Ride the Point Memorial Charity Bicycle Ride,11/9/2025
Half Day Electric Bike Tour,8/7/2025
Half Day Electric Bike Tour,8/8/2025
Hillcrest Pride,7/19/2025
University of San Diego Wine Classic,7/13/2025
Sherman Heights Dia de los Muertos,10/10/2025
Sherman Heights Dia de los Muertos,10/11/2025
Sherman Heights Dia de los Muertos,10/12/2025
Sherman Heights Dia de los Muertos,10/13/2025
Sherman Heights Dia de los Muertos,10/14/2025
Sherman Heights Dia de los Muertos,10/15/2025
Sherman Heights Dia de los Muertos,10/16/2025
Sherman Heights Dia de los Muertos,10/17/2025
Sherman Heights Dia de los Muertos,10/18/2025
Sherman Heights Dia de los Muertos,10/19/2025
Sherman Heights Dia de los Muertos,10/20/2025
Sherman Heights Dia de los Muertos,10/21/2025
Sherman Heights Dia de los Muertos,10/22/2025
Sherman Heights Dia de los Muertos,10/23/2025
Sherman Heights Dia de los Muertos,10/24/2025
Sherman Heights Dia de los Muertos,10/25/2025
Sherman Heights Dia de los Muertos,10/26/2025
Sherman Heights Dia de los Muertos,10/27/2025
Sherman Heights Dia de los Muertos,10/28/2025
Sherman Heights Dia de los Muertos,10/29/2025
Sherman Heights Dia de los Muertos,10/30/2025
Sherman Heights Dia de los Muertos,10/31/2025
Sherman Heights Dia de los Muertos,11/1/2025
Sherman Heights Dia de los Muertos,11/2/2025
Pupologie Cardiff Dog Days of Summer,7/21/2025
Pupologie Cardiff Dog Days of Summer,7/22/2025
Yoga on the Roof,9/23/2025
Yoga on the Roof,9/24/2025
Pacific BeachFest,10/5/2025
Nat Diego ,6/28/2025
Nat Diego ,6/29/2025
Valle de Guadalupe Wine Tour,12/20/2025
Valle de Guadalupe Wine Tour,12/21/2025
San Diego Bay Parade of Lights,12/8/2025
San Diego Bay Parade of Lights,12/9/2025
San Diego Bay Parade of Lights,12/10/2025
San Diego Bay Parade of Lights,12/11/2025
San Diego Bay Parade of Lights,12/12/2025
San Diego Bay Parade of Lights,12/13/2025
San Diego Bay Parade of Lights,12/14/2025
San Diego Bay Parade of Lights,12/15/2025
Senior Monday,4/8/2025
Senior Monday,4/9/2025
Black Pride,7/5/2025
Black Pride,7/6/2025
Black Pride,7/7/2025
Full Day Electric Bike Tour,8/7/2025
Full Day Electric Bike Tour,8/8/2025
USTA Billie Jean King Girls,8/3/2025
USTA Billie Jean King Girls,8/4/2025
USTA Billie Jean King Girls,8/5/2025
USTA Billie Jean King Girls,8/6/2025
USTA Billie Jean King Girls,8/7/2025
USTA Billie Jean King Girls,8/8/2025
USTA Billie Jean King Girls,8/9/2025
USTA Billie Jean King Girls,8/10/2025
USTA Billie Jean King Girls,8/11/2025
Poway Rodeo,9/27/2025
Poway Rodeo,9/28/2025
Vino! Vino! - Little Italy Wine Tour,10/11/2025
Vino! Vino! - Little Italy Wine Tour,10/12/2025
San Diego Holiday Half Marathon,12/14/2025
Viejas Outlet Center Ice Rink,11/1/2025
Viejas Outlet Center Ice Rink,11/2/2025
Viejas Outlet Center Ice Rink,11/3/2025
Viejas Outlet Center Ice Rink,11/4/2025
Viejas Outlet Center Ice Rink,11/5/2025
Viejas Outlet Center Ice Rink,11/6/2025
Viejas Outlet Center Ice Rink,11/7/2025
Viejas Outlet Center Ice Rink,11/8/2025
Viejas Outlet Center Ice Rink,11/9/2025
Viejas Outlet Center Ice Rink,11/10/2025
Viejas Outlet Center Ice Rink,11/11/2025
Viejas Outlet Center Ice Rink,11/12/2025
Viejas Outlet Center Ice Rink,11/13/2025
Viejas Outlet Center Ice Rink,11/14/2025
Viejas Outlet Center Ice Rink,11/15/2025
Viejas Outlet Center Ice Rink,11/16/2025
Viejas Outlet Center Ice Rink,11/17/2025
Viejas Outlet Center Ice Rink,11/18/2025
Viejas Outlet Center Ice Rink,11/19/2025
Viejas Outlet Center Ice Rink,11/20/2025
Viejas Outlet Center Ice Rink,11/21/2025
Viejas Outlet Center Ice Rink,11/22/2025
Viejas Outlet Center Ice Rink,11/23/2025
Viejas Outlet Center Ice Rink,11/24/2025
Viejas Outlet Center Ice Rink,11/25/2025
Viejas Outlet Center Ice Rink,11/26/2025
Viejas Outlet Center Ice Rink,11/27/2025
Viejas Outlet Center Ice Rink,11/28/2025
Viejas Outlet Center Ice Rink,11/29/2025
Viejas Outlet Center Ice Rink,11/30/2025
Viejas Outlet Center Ice Rink,12/1/2025
Viejas Outlet Center Ice Rink,12/2/2025
Viejas Outlet Center Ice Rink,12/3/2025
Viejas Outlet Center Ice Rink,12/4/2025
Viejas Outlet Center Ice Rink,12/5/2025
Viejas Outlet Center Ice Rink,12/6/2025
Viejas Outlet Center Ice Rink,12/7/2025
Viejas Outlet Center Ice Rink,12/8/2025
Viejas Outlet Center Ice Rink,12/9/2025
Viejas Outlet Center Ice Rink,12/10/2025
Viejas Outlet Center Ice Rink,12/11/2025
Viejas Outlet Center Ice Rink,12/12/2025
Viejas Outlet Center Ice Rink,12/13/2025
Viejas Outlet Center Ice Rink,12/14/2025
Viejas Outlet Center Ice Rink,12/15/2025
Viejas Outlet Center Ice Rink,12/16/2025
Viejas Outlet Center Ice Rink,12/17/2025
Viejas Outlet Center Ice Rink,12/18/2025
Viejas Outlet Center Ice Rink,12/19/2025
Viejas Outlet Center Ice Rink,12/20/2025
Viejas Outlet Center Ice Rink,12/21/2025
Viejas Outlet Center Ice Rink,12/22/2025
Viejas Outlet Center Ice Rink,12/23/2025
Viejas Outlet Center Ice Rink,12/24/2025
Viejas Outlet Center Ice Rink,12/25/2025
Viejas Outlet Center Ice Rink,12/26/2025
Viejas Outlet Center Ice Rink,12/27/2025
Viejas Outlet Center Ice Rink,12/28/2025
Viejas Outlet Center Ice Rink,12/29/2025
Viejas Outlet Center Ice Rink,12/30/2025
Viejas Outlet Center Ice Rink,12/31/2025
Viejas Outlet Center Ice Rink,1/1/2026
Viejas Outlet Center Ice Rink,1/2/2026
Viejas Outlet Center Ice Rink,1/3/2026
Viejas Outlet Center Ice Rink,1/4/2026
Viejas Outlet Center Ice Rink,1/5/2026
FilmOut San Diego LGBT Film Festival,9/12/2025
FilmOut San Diego LGBT Film Festival,9/13/2025
FilmOut San Diego LGBT Film Festival,9/14/2025
FilmOut San Diego LGBT Film Festival,9/15/2025
Red Nose Run,12/14/2025
SoCal Riviera Tour of La Jolla & Mount Soledad,4/11/2025
SoCal Riviera Tour of La Jolla & Mount Soledad,4/12/2025
Private Chauffeured Vineyards Adventure,10/11/2025
Private Chauffeured Vineyards Adventure,10/12/2025
Beyond Van Gogh: The Immersive Experience,1/26/2025
Beyond Van Gogh: The Immersive Experience,1/27/2025
Beyond Van Gogh: The Immersive Experience,1/28/2025
Beyond Van Gogh: The Immersive Experience,1/29/2025
Beyond Van Gogh: The Immersive Experience,1/30/2025
Beyond Van Gogh: The Immersive Experience,1/31/2025
Beyond Van Gogh: The Immersive Experience,2/1/2025
Beyond Van Gogh: The Immersive Experience,2/2/2025
Beyond Van Gogh: The Immersive Experience,2/3/2025
Beyond Van Gogh: The Immersive Experience,2/4/2025
Beyond Van Gogh: The Immersive Experience,2/5/2025
Beyond Van Gogh: The Immersive Experience,2/6/2025
Beyond Van Gogh: The Immersive Experience,2/7/2025
Beyond Van Gogh: The Immersive Experience,2/8/2025
Beyond Van Gogh: The Immersive Experience,2/9/2025
Beyond Van Gogh: The Immersive Experience,2/10/2025
Beyond Van Gogh: The Immersive Experience,2/11/2025
Beyond Van Gogh: The Immersive Experience,2/12/2025
Beyond Van Gogh: The Immersive Experience,2/13/2025
Beyond Van Gogh: The Immersive Experience,2/14/2025
Beyond Van Gogh: The Immersive Experience,2/15/2025
Beyond Van Gogh: The Immersive Experience,2/16/2025
Beyond Van Gogh: The Immersive Experience,2/17/2025
Beyond Van Gogh: The Immersive Experience,2/18/2025
Beyond Van Gogh: The Immersive Experience,2/19/2025
Beyond Van Gogh: The Immersive Experience,2/20/2025
Beyond Van Gogh: The Immersive Experience,2/21/2025
Beyond Van Gogh: The Immersive Experience,2/22/2025
Beyond Van Gogh: The Immersive Experience,2/23/2025
Beyond Van Gogh: The Immersive Experience,2/24/2025
Beyond Van Gogh: The Immersive Experience,2/25/2025
Beyond Van Gogh: The Immersive Experience,2/26/2025
Beyond Van Gogh: The Immersive Experience,2/27/2025
Beyond Van Gogh: The Immersive Experience,2/28/2025
Beyond Van Gogh: The Immersive Experience,2/29/2025
Beyond Van Gogh: The Immersive Experience,3/1/2025
Beyond Van Gogh: The Immersive Experience,3/2/2025
Beyond Van Gogh: The Immersive Experience,3/3/2025
Beyond Van Gogh: The Immersive Experience,3/4/2025
Beyond Van Gogh: The Immersive Experience,3/5/2025
Beyond Van Gogh: The Immersive Experience,3/6/2025
Beyond Van Gogh: The Immersive Experience,3/7/2025
Beyond Van Gogh: The Immersive Experience,3/8/2025
Beyond Van Gogh: The Immersive Experience,3/9/2025
Beyond Van Gogh: The Immersive Experience,3/10/2025
Beyond Van Gogh: The Immersive Experience,3/11/2025
Beyond Van Gogh: The Immersive Experience,3/12/2025
Beyond Van Gogh: The Immersive Experience,3/13/2025
Beyond Van Gogh: The Immersive Experience,3/14/2025
Beyond Van Gogh: The Immersive Experience,3/15/2025
Beyond Van Gogh: The Immersive Experience,3/16/2025
Beyond Van Gogh: The Immersive Experience,3/17/2025
Beyond Van Gogh: The Immersive Experience,3/18/2025
Beyond Van Gogh: The Immersive Experience,3/19/2025
Beyond Van Gogh: The Immersive Experience,3/20/2025
Beyond Van Gogh: The Immersive Experience,3/21/2025
Beyond Van Gogh: The Immersive Experience,3/22/2025
Beyond Van Gogh: The Immersive Experience,3/23/2025
Beyond Van Gogh: The Immersive Experience,3/24/2025
Beyond Van Gogh: The Immersive Experience,3/25/2025
Beyond Van Gogh: The Immersive Experience,3/26/2025
Beyond Van Gogh: The Immersive Experience,3/27/2025
Beyond Van Gogh: The Immersive Experience,3/28/2025
Beyond Van Gogh: The Immersive Experience,3/29/2025
Beyond Van Gogh: The Immersive Experience,3/30/2025
Beyond Van Gogh: The Immersive Experience,3/31/2025
Beyond Van Gogh: The Immersive Experience,4/1/2025
Beyond Van Gogh: The Immersive Experience,4/2/2025
Beyond Van Gogh: The Immersive Experience,4/3/2025
Beyond Van Gogh: The Immersive Experience,4/4/2025
52nd Annual Barona Powwow,8/30/2025
52nd Annual Barona Powwow,8/31/2025
52nd Annual Barona Powwow,9/1/2025
Ramona Rodeo,8/22/2025
Ramona Rodeo,8/23/2025
Ramona Rodeo,8/24/2025
San Diego Tequila Tour,9/30/2025
San Diego Tequila Tour,10/1/2025
Cornhole Sundays,8/19/2025
Cornhole Sundays,8/20/2025
Wild San Diego Film,11/22/2025
Wild San Diego Film,11/23/2025
Tiki Oasis - Trip to the Tropics ,7/31/2025
Tiki Oasis - Trip to the Tropics ,8/1/2025
Tiki Oasis - Trip to the Tropics ,8/2/2025
Tiki Oasis - Trip to the Tropics ,8/3/2025
Tiki Oasis - Trip to the Tropics ,8/4/2025
Oceanside Independence Day Parade,6/29/2025
America's Finest City Half Marathon & 5k,8/18/2025
Escondido VetFest Parade and Festival,11/11/2025
The Haunted Amusement Park,9/27/2025
The Haunted Amusement Park,9/28/2025
The Haunted Amusement Park,9/29/2025
The Haunted Amusement Park,9/30/2025
The Haunted Amusement Park,10/1/2025
The Haunted Amusement Park,10/2/2025
The Haunted Amusement Park,10/3/2025
The Haunted Amusement Park,10/4/2025
The Haunted Amusement Park,10/5/2025
The Haunted Amusement Park,10/6/2025
The Haunted Amusement Park,10/7/2025
The Haunted Amusement Park,10/8/2025
The Haunted Amusement Park,10/9/2025
The Haunted Amusement Park,10/10/2025
The Haunted Amusement Park,10/11/2025
The Haunted Amusement Park,10/12/2025
The Haunted Amusement Park,10/13/2025
The Haunted Amusement Park,10/14/2025
The Haunted Amusement Park,10/15/2025
The Haunted Amusement Park,10/16/2025
The Haunted Amusement Park,10/17/2025
The Haunted Amusement Park,10/18/2025
The Haunted Amusement Park,10/19/2025
The Haunted Amusement Park,10/20/2025
The Haunted Amusement Park,10/21/2025
The Haunted Amusement Park,10/22/2025
The Haunted Amusement Park,10/23/2025
The Haunted Amusement Park,10/24/2025
The Haunted Amusement Park,10/25/2025
The Haunted Amusement Park,10/26/2025
The Haunted Amusement Park,10/27/2025
The Haunted Amusement Park,10/28/2025
The Haunted Amusement Park,10/29/2025
The Haunted Amusement Park,10/30/2025
The Haunted Amusement Park,10/31/2025
Crown City Classic 4th of July Race,7/4/2025
HauntFest on Main,10/25/2025
SoNo Fest & Chili Cook-Off ,12/8/2025
Annual Fiesta de los Peñasquitos,5/11/2025
La Jolla Music Society SummerFest,7/26/2025
La Jolla Music Society SummerFest,7/27/2025
La Jolla Music Society SummerFest,7/28/2025
La Jolla Music Society SummerFest,7/29/2025
La Jolla Music Society SummerFest,7/30/2025
La Jolla Music Society SummerFest,7/31/2025
La Jolla Music Society SummerFest,8/1/2025
La Jolla Music Society SummerFest,8/2/2025
La Jolla Music Society SummerFest,8/3/2025
La Jolla Music Society SummerFest,8/4/2025
La Jolla Music Society SummerFest,8/5/2025
La Jolla Music Society SummerFest,8/6/2025
La Jolla Music Society SummerFest,8/7/2025
La Jolla Music Society SummerFest,8/8/2025
La Jolla Music Society SummerFest,8/9/2025
La Jolla Music Society SummerFest,8/10/2025
La Jolla Music Society SummerFest,8/11/2025
La Jolla Music Society SummerFest,8/12/2025
La Jolla Music Society SummerFest,8/13/2025
La Jolla Music Society SummerFest,8/14/2025
La Jolla Music Society SummerFest,8/15/2025
La Jolla Music Society SummerFest,8/16/2025
La Jolla Music Society SummerFest,8/17/2025
La Jolla Music Society SummerFest,8/18/2025
La Jolla Music Society SummerFest,8/19/2025
La Jolla Music Society SummerFest,8/20/2025
La Jolla Music Society SummerFest,8/21/2025
La Jolla Music Society SummerFest,8/22/2025
La Jolla Music Society SummerFest,8/23/2025
La Jolla Music Society SummerFest,8/24/2025
San Diego Tijuana International Jazz Festival,10/4/2025
San Diego Tijuana International Jazz Festival,10/5/2025
San Diego Tijuana International Jazz Festival,10/6/2025
Scripps Mesa Fireworks,7/3/2025
"Pizza, Pasta and Piazzas - Little Italy Food Tour",10/22/2025
"Pizza, Pasta and Piazzas - Little Italy Food Tour",10/23/2025
Las Posadas: An Old Town Celebration,12/13/2025
Solana Beach Triathlon,7/28/2025
Surftoberfest,9/21/2025
Gaslamp Haunted Walking Tour: Go Inside!,12/26/2025
Gaslamp Haunted Walking Tour: Go Inside!,12/27/2025
San Diego EarthFest,4/20/2025
Skating by the Sea®,11/21/2025
Skating by the Sea®,11/22/2025
Skating by the Sea®,11/23/2025
Skating by the Sea®,11/24/2025
Skating by the Sea®,11/25/2025
Skating by the Sea®,11/26/2025
Skating by the Sea®,11/27/2025
Skating by the Sea®,11/28/2025
Skating by the Sea®,11/29/2025
Skating by the Sea®,11/30/2025
Skating by the Sea®,12/1/2025
Skating by the Sea®,12/2/2025
Skating by the Sea®,12/3/2025
Skating by the Sea®,12/4/2025
Skating by the Sea®,12/5/2025
Skating by the Sea®,12/6/2025
Skating by the Sea®,12/7/2025
Skating by the Sea®,12/8/2025
Skating by the Sea®,12/9/2025
Skating by the Sea®,12/10/2025
Skating by the Sea®,12/11/2025
Skating by the Sea®,12/12/2025
Skating by the Sea®,12/13/2025
Skating by the Sea®,12/14/2025
Skating by the Sea®,12/15/2025
Skating by the Sea®,12/16/2025
Skating by the Sea®,12/17/2025
Skating by the Sea®,12/18/2025
Skating by the Sea®,12/19/2025
Skating by the Sea®,12/20/2025
Skating by the Sea®,12/21/2025
Skating by the Sea®,12/22/2025
Skating by the Sea®,12/23/2025
Skating by the Sea®,12/24/2025
Skating by the Sea®,12/25/2025
Skating by the Sea®,12/26/2025
Skating by the Sea®,12/27/2025
Skating by the Sea®,12/28/2025
Skating by the Sea®,12/29/2025
Skating by the Sea®,12/30/2025
Skating by the Sea®,12/31/2025
Skating by the Sea®,1/1/2026
Skating by the Sea®,1/2/2026
Skating by the Sea®,1/3/2026
Skating by the Sea®,1/4/2026
Skating by the Sea®,1/5/2026
Skating by the Sea®,1/6/2026
Skating by the Sea®,1/7/2026
Romantic Wine Tour - Available Year Round,10/8/2025
Romantic Wine Tour - Available Year Round,10/9/2025
"Sip, Savor and Sea - La Jolla Food Tour",10/11/2025
"Sip, Savor and Sea - La Jolla Food Tour",10/12/2025
Coronado 5K Turkey Trot,11/28/2025
Del Mar Summer Twilight Concerts,6/25/2025
Del Mar Summer Twilight Concerts,6/26/2025
Del Mar Summer Twilight Concerts,6/27/2025
Del Mar Summer Twilight Concerts,6/28/2025
Del Mar Summer Twilight Concerts,6/29/2025
Del Mar Summer Twilight Concerts,6/30/2025
Del Mar Summer Twilight Concerts,7/1/2025
Del Mar Summer Twilight Concerts,7/2/2025
Del Mar Summer Twilight Concerts,7/3/2025
Del Mar Summer Twilight Concerts,7/4/2025
Del Mar Summer Twilight Concerts,7/5/2025
Del Mar Summer Twilight Concerts,7/6/2025
Del Mar Summer Twilight Concerts,7/7/2025
Del Mar Summer Twilight Concerts,7/8/2025
Del Mar Summer Twilight Concerts,7/9/2025
Del Mar Summer Twilight Concerts,7/10/2025
Del Mar Summer Twilight Concerts,7/11/2025
Del Mar Summer Twilight Concerts,7/12/2025
Del Mar Summer Twilight Concerts,7/13/2025
Del Mar Summer Twilight Concerts,7/14/2025
Del Mar Summer Twilight Concerts,7/15/2025
Del Mar Summer Twilight Concerts,7/16/2025
Del Mar Summer Twilight Concerts,7/17/2025
Del Mar Summer Twilight Concerts,7/18/2025
Del Mar Summer Twilight Concerts,7/19/2025
Del Mar Summer Twilight Concerts,7/20/2025
Del Mar Summer Twilight Concerts,7/21/2025
Del Mar Summer Twilight Concerts,7/22/2025
Del Mar Summer Twilight Concerts,7/23/2025
Del Mar Summer Twilight Concerts,7/24/2025
Del Mar Summer Twilight Concerts,7/25/2025
Del Mar Summer Twilight Concerts,7/26/2025
Del Mar Summer Twilight Concerts,7/27/2025
Del Mar Summer Twilight Concerts,7/28/2025
Del Mar Summer Twilight Concerts,7/29/2025
Del Mar Summer Twilight Concerts,7/30/2025
Del Mar Summer Twilight Concerts,7/31/2025
Del Mar Summer Twilight Concerts,8/1/2025
Del Mar Summer Twilight Concerts,8/2/2025
Del Mar Summer Twilight Concerts,8/3/2025
Del Mar Summer Twilight Concerts,8/4/2025
Del Mar Summer Twilight Concerts,8/5/2025
Del Mar Summer Twilight Concerts,8/6/2025
Del Mar Summer Twilight Concerts,8/7/2025
Del Mar Summer Twilight Concerts,8/8/2025
Del Mar Summer Twilight Concerts,8/9/2025
Del Mar Summer Twilight Concerts,8/10/2025
Del Mar Summer Twilight Concerts,8/11/2025
Del Mar Summer Twilight Concerts,8/12/2025
Del Mar Summer Twilight Concerts,8/13/2025
La Jolla Art & Wine Festival,9/28/2025
La Jolla Art & Wine Festival,9/29/2025
Gaslamp Quarter History & Walking Tour,12/26/2025
Gaslamp Quarter History & Walking Tour,12/27/2025
Carlsbad Fall Village Faire,11/3/2025
Chefsgiving ,11/14/2025
Oceanside Fireworks Show,7/3/2025
More Than Pink Walk,11/3/2025
37th Annual XTERRA Wetsuits Mission Bay Triathlon,10/13/2025
Vista Independence Day Celebration,7/4/2025
Accessibility Mornings,4/20/2025
Accessibility Mornings,4/21/2025
New Year's Eve 2026 ,12/31/2025
Southern California Beach Soccer Championships,6/21/2025
Southern California Beach Soccer Championships,6/22/2025
Southern California Beach Soccer Championships,6/23/2025
"Tequila, Tacos, and Tombstones -Old Town Food Tour",10/22/2025
"Tequila, Tacos, and Tombstones -Old Town Food Tour",10/23/2025
Encinitas Holiday Street Fair,11/24/2025
Veterans Day Boat Parade,11/11/2025
Sundays at Six Concerts,6/23/2025
Sundays at Six Concerts,6/24/2025
Sundays at Six Concerts,6/25/2025
Sundays at Six Concerts,6/26/2025
Sundays at Six Concerts,6/27/2025
Sundays at Six Concerts,6/28/2025
Sundays at Six Concerts,6/29/2025
Sundays at Six Concerts,6/30/2025
Sundays at Six Concerts,7/1/2025
Sundays at Six Concerts,7/2/2025
Sundays at Six Concerts,7/3/2025
Sundays at Six Concerts,7/4/2025
Sundays at Six Concerts,7/5/2025
Sundays at Six Concerts,7/6/2025
Sundays at Six Concerts,7/7/2025
Sundays at Six Concerts,7/8/2025
Sundays at Six Concerts,7/9/2025
Sundays at Six Concerts,7/10/2025
Sundays at Six Concerts,7/11/2025
Sundays at Six Concerts,7/12/2025
Sundays at Six Concerts,7/13/2025
Sundays at Six Concerts,7/14/2025
Sundays at Six Concerts,7/15/2025
Sundays at Six Concerts,7/16/2025
Sundays at Six Concerts,7/17/2025
Sundays at Six Concerts,7/18/2025
Sundays at Six Concerts,7/19/2025
Sundays at Six Concerts,7/20/2025
Sundays at Six Concerts,7/21/2025
Sundays at Six Concerts,7/22/2025
Sundays at Six Concerts,7/23/2025
Sundays at Six Concerts,7/24/2025
Sundays at Six Concerts,7/25/2025
Sundays at Six Concerts,7/26/2025
Sundays at Six Concerts,7/27/2025
Sundays at Six Concerts,7/28/2025
Chula Vista Starlight Parade & Festival,12/14/2025
Surf Dog Surf-a-Thon,9/8/2025
Rancho BEERnardo Festival,10/19/2025
O'side Turkey Trot,11/28/2025
Lake Murray Fireworks and Musicfest,7/4/2025
Old Town History Tour: San Diego's Beginnings,12/20/2025
Old Town History Tour: San Diego's Beginnings,12/21/2025
Annual Festa do Espirito Santo,5/17/2025
Annual Festa do Espirito Santo,5/18/2025
Annual Festa do Espirito Santo,5/19/2025
Carlsbad Oktoberfest,10/5/2025
San Diego Greek Festival,6/8/2025
San Diego Greek Festival,6/9/2025
Joker Halloween Party Cruise,11/2/2025
University Heights Summer in the Park,7/5/2025
University Heights Summer in the Park,7/6/2025
University Heights Summer in the Park,7/7/2025
University Heights Summer in the Park,7/8/2025
University Heights Summer in the Park,7/9/2025
University Heights Summer in the Park,7/10/2025
University Heights Summer in the Park,7/11/2025
University Heights Summer in the Park,7/12/2025
University Heights Summer in the Park,7/13/2025
University Heights Summer in the Park,7/14/2025
University Heights Summer in the Park,7/15/2025
University Heights Summer in the Park,7/16/2025
University Heights Summer in the Park,7/17/2025
University Heights Summer in the Park,7/18/2025
University Heights Summer in the Park,7/19/2025
University Heights Summer in the Park,7/20/2025
University Heights Summer in the Park,7/21/2025
University Heights Summer in the Park,7/22/2025
University Heights Summer in the Park,7/23/2025
University Heights Summer in the Park,7/24/2025
University Heights Summer in the Park,7/25/2025
University Heights Summer in the Park,7/26/2025
University Heights Summer in the Park,7/27/2025
University Heights Summer in the Park,7/28/2025
University Heights Summer in the Park,7/29/2025
University Heights Summer in the Park,7/30/2025
University Heights Summer in the Park,7/31/2025
University Heights Summer in the Park,8/1/2025
University Heights Summer in the Park,8/2/2025
Black Pearl Halloween Yacht Party ,10/26/2025
La Mesa Oktoberfest,10/4/2025
La Mesa Oktoberfest,10/5/2025
La Mesa Oktoberfest,10/6/2025
Holiday in the Village,12/14/2025
Independence Day Fireworks in Imperial Beach,7/4/2025
Annual San Diego Scottish Highland Games,6/22/2025
Annual San Diego Scottish Highland Games,6/23/2025
Día de los Muertos at SeaWorld San Diego,11/1/2025
Día de los Muertos at SeaWorld San Diego,11/2/2025
Día de los Muertos at SeaWorld San Diego,11/3/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/13/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/14/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/15/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/16/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/17/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/18/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/19/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/20/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/21/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/22/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/23/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/24/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/25/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/26/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/27/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/28/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/29/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/30/2025
Velour: A Drag Spectacular at La Jolla Playhouse,8/31/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/1/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/2/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/3/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/4/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/5/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/6/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/7/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/8/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/9/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/10/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/11/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/12/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/13/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/14/2025
Velour: A Drag Spectacular at La Jolla Playhouse,9/15/2025
Nature Collective's Fall Festival,10/13/2025
